,ID,Demographic,Value,Joining Date
98,940236,Account Type,Platinum,2023-08-20
99,825747,Ethnicity,Black,2023-08-04
100,825747,Date of Birth,10/7/1958,2023-08-04
101,825747,Account Type,Basic,2023-08-04
102,374944,Ethnicity,Black,2023-08-25
103,374944,Date of Birth,3/20/1965,2023-08-25
104,374944,Account Type,Basic,2023-08-25
105,813986,Ethnicity,Other,2023-08-20
106,813986,Date of Birth,5/2/1979,2023-08-20
107,813986,Account Type,Gold,2023-08-20
108,618456,Ethnicity,Asian,2023-08-06
109,618456,Date of Birth,3/13/2009,2023-08-06
110,618456,Account Type,Basic,2023-08-06
111,269274,Ethnicity,White,2023-08-28
112,269274,Date of Birth,1/8/2000,2023-08-28
113,269274,Account Type,Platinum,2023-08-28
114,435115,Ethnicity,Other,2023-08-26
115,435115,Date of Birth,2/7/2012,2023-08-26
116,435115,Account Type,Basic,2023-08-26
117,398707,Ethnicity,Black,2023-08-22
118,398707,Date of Birth,5/3/2012,2023-08-22
119,398707,Account Type,Gold,2023-08-22
120,630270,Ethnicity,Other,2023-08-23
121,630270,Date of Birth,1/26/1964,2023-08-23
122,630270,Account Type,Platinum,2023-08-23
123,253699,Ethnicity,Other,2023-08-23
124,253699,Date of Birth,12/31/1954,2023-08-23
125,253699,Account Type,Gold,2023-08-23
126,951213,Ethnicity,Asian,2023-08-31
127,951213,Date of Birth,8/29/1982,2023-08-31
128,951213,Account Type,Basic,2023-08-31
129,121392,Ethnicity,Black,2023-08-15
130,121392,Date of Birth,4/6/1980,2023-08-15
131,121392,Account Type,Gold,2023-08-15
132,256547,Ethnicity,Black,2023-08-30
133,256547,Date of Birth,8/21/2013,2023-08-30
134,256547,Account Type,Gold,2023-08-30
135,970285,Ethnicity,Other,2023-08-04
136,970285,Date of Birth,8/21/1988,2023-08-04
137,970285,Account Type,Basic,2023-08-04
138,150324,Ethnicity,White,2023-08-11
139,150324,Date of Birth,6/13/2017,2023-08-11
140,150324,Account Type,Gold,2023-08-11
141,103488,Ethnicity,Other,2023-08-28
142,103488,Date of Birth,9/26/1957,2023-08-28
143,103488,Account Type,Basic,2023-08-28
144,938419,Ethnicity,White,2023-08-17
145,938419,Date of Birth,10/4/2003,2023-08-17
146,938419,Account Type,Basic,2023-08-17
147,201221,Ethnicity,Black,2023-08-06
148,201221,Date of Birth,11/10/1941,2023-08-06
149,201221,Account Type,Gold,2023-08-06
150,488622,Ethnicity,Black,2023-08-31
151,488622,Date of Birth,2/19/1945,2023-08-31
152,488622,Account Type,Gold,2023-08-31
153,402835,Ethnicity,Other,2023-08-27
154,402835,Date of Birth,5/25/1941,2023-08-27
155,402835,Account Type,Platinum,2023-08-27
156,673773,Ethnicity,White,2023-08-26
157,673773,Date of Birth,9/22/1951,2023-08-26
158,673773,Account Type,Gold,2023-08-26
159,853490,Ethnicity,Black,2023-08-21
160,853490,Date of Birth,8/18/2011,2023-08-21
161,853490,Account Type,Basic,2023-08-21
162,239999,Ethnicity,Black,2023-08-10
163,239999,Date of Birth,9/7/1988,2023-08-10
164,239999,Account Type,Platinum,2023-08-10
165,166958,Ethnicity,Black,2023-08-27
166,166958,Date of Birth,5/2/1947,2023-08-27
167,166958,Account Type,Platinum,2023-08-27
168,222493,Ethnicity,Asian,2023-08-02
169,222493,Date of Birth,12/6/1941,2023-08-02
170,222493,Account Type,Platinum,2023-08-02
171,101744,Ethnicity,Asian,2023-08-29
172,101744,Date of Birth,1/21/1945,2023-08-29
173,101744,Account Type,Basic,2023-08-29
174,973817,Ethnicity,Black,2023-08-07
175,973817,Date of Birth,7/26/1990,2023-08-07
176,973817,Account Type,Gold,2023-08-07
177,692114,Ethnicity,Asian,2023-08-22
178,692114,Date of Birth,9/10/1973,2023-08-22
179,692114,Account Type,Platinum,2023-08-22
180,896280,Ethnicity,Other,2023-08-06
181,896280,Date of Birth,9/24/1996,2023-08-06
182,896280,Account Type,Basic,2023-08-06
183,610368,Ethnicity,Other,2023-08-22
184,610368,Date of Birth,7/15/1965,2023-08-22
185,610368,Account Type,Basic,2023-08-22
186,422091,Ethnicity,Asian,2023-08-20
187,422091,Date of Birth,3/9/2001,2023-08-20
188,422091,Account Type,Gold,2023-08-20
189,162027,Ethnicity,Other,2023-08-08
190,162027,Date of Birth,3/15/1992,2023-08-08
191,162027,Account Type,Gold,2023-08-08
192,273251,Ethnicity,Asian,2023-08-09
193,273251,Date of Birth,3/23/1963,2023-08-09
194,273251,Account Type,Basic,2023-08-09
195,699074,Ethnicity,Other,2023-08-04
196,699074,Date of Birth,8/13/1972,2023-08-04
197,699074,Account Type,Basic,2023-08-04
198,549892,Ethnicity,Asian,2023-08-30
199,549892,Date of Birth,7/5/1959,2023-08-30
200,549892,Account Type,Gold,2023-08-30
201,472221,Ethnicity,White,2023-08-17
202,472221,Date of Birth,10/12/1994,2023-08-17
203,472221,Account Type,Platinum,2023-08-17
204,312324,Ethnicity,White,2023-08-28
205,312324,Date of Birth,8/13/2016,2023-08-28
206,312324,Account Type,Gold,2023-08-28
207,935038,Ethnicity,Black,2023-08-28
208,935038,Date of Birth,1/24/2007,2023-08-28
209,935038,Account Type,Platinum,2023-08-28
210,883835,Ethnicity,Asian,2023-08-18
211,883835,Date of Birth,11/18/1987,2023-08-18
212,883835,Account Type,Gold,2023-08-18
213,660049,Ethnicity,Asian,2023-08-02
214,660049,Date of Birth,11/21/1984,2023-08-02
215,660049,Account Type,Basic,2023-08-02
216,202400,Ethnicity,White,2023-08-13
217,202400,Date of Birth,6/28/1962,2023-08-13
218,202400,Account Type,Basic,2023-08-13
219,478868,Ethnicity,Other,2023-08-15
220,478868,Date of Birth,10/27/1958,2023-08-15
221,478868,Account Type,Gold,2023-08-15
222,593067,Ethnicity,Black,2023-08-20
223,593067,Date of Birth,10/1/2019,2023-08-20
224,593067,Account Type,Gold,2023-08-20
225,982613,Ethnicity,White,2023-08-23
226,982613,Date of Birth,5/29/1949,2023-08-23
227,982613,Account Type,Platinum,2023-08-23
228,786474,Ethnicity,Other,2023-08-19
229,786474,Date of Birth,4/5/1992,2023-08-19
230,786474,Account Type,Gold,2023-08-19
231,485343,Ethnicity,Other,2023-08-14
232,485343,Date of Birth,6/21/1945,2023-08-14
233,485343,Account Type,Gold,2023-08-14
234,717582,Ethnicity,Other,2023-08-10
235,717582,Date of Birth,8/5/1950,2023-08-10
236,717582,Account Type,Basic,2023-08-10
237,332370,Ethnicity,White,2023-08-21
238,332370,Date of Birth,10/26/2002,2023-08-21
239,332370,Account Type,Basic,2023-08-21
240,146884,Ethnicity,Black,2023-08-24
241,146884,Date of Birth,5/19/1961,2023-08-24
242,146884,Account Type,Basic,2023-08-24
243,698848,Ethnicity,White,2023-08-28
244,698848,Date of Birth,5/8/1970,2023-08-28
245,698848,Account Type,Platinum,2023-08-28
246,720947,Ethnicity,Other,2023-08-19
247,720947,Date of Birth,11/17/1997,2023-08-19
248,720947,Account Type,Basic,2023-08-19
249,168221,Ethnicity,Other,2023-08-17
250,168221,Date of Birth,2/26/2003,2023-08-17
251,168221,Account Type,Gold,2023-08-17
252,900582,Ethnicity,Asian,2023-08-29
253,900582,Date of Birth,12/9/1963,2023-08-29
254,900582,Account Type,Gold,2023-08-29
255,333873,Ethnicity,Black,2023-08-16
256,333873,Date of Birth,8/31/1994,2023-08-16
257,333873,Account Type,Platinum,2023-08-16
0,319351,Ethnicity,Black,2023-09-01
1,319351,Date of Birth,8/11/1961,2023-09-01
2,319351,Account Type,Gold,2023-09-01
3,228495,Ethnicity,Other,2023-09-08
4,228495,Date of Birth,4/7/2006,2023-09-08
5,228495,Account Type,Basic,2023-09-08
6,163670,Ethnicity,White,2023-09-17
7,163670,Date of Birth,9/7/1970,2023-09-17
8,163670,Account Type,Platinum,2023-09-17
9,801185,Ethnicity,Other,2023-09-29
10,801185,Date of Birth,3/17/1975,2023-09-29
11,801185,Account Type,Basic,2023-09-29
12,625210,Ethnicity,Other,2023-09-30
13,625210,Date of Birth,12/23/1995,2023-09-30
14,625210,Account Type,Gold,2023-09-30
15,615502,Ethnicity,Asian,2023-09-12
16,615502,Date of Birth,10/1/1973,2023-09-12
17,615502,Account Type,Basic,2023-09-12
18,541236,Ethnicity,White,2023-09-12
19,541236,Date of Birth,4/13/1964,2023-09-12
20,541236,Account Type,Gold,2023-09-12
21,861502,Ethnicity,Other,2023-09-24
22,861502,Date of Birth,5/7/1981,2023-09-24
23,861502,Account Type,Basic,2023-09-24
24,159537,Ethnicity,Asian,2023-09-26
25,159537,Date of Birth,7/30/2012,2023-09-26
26,159537,Account Type,Gold,2023-09-26
27,252873,Ethnicity,Other,2023-09-17
28,252873,Date of Birth,2/17/1946,2023-09-17
29,252873,Account Type,Basic,2023-09-17
30,383716,Ethnicity,Asian,2023-09-27
31,383716,Date of Birth,6/22/2000,2023-09-27
32,383716,Account Type,Platinum,2023-09-27
33,974075,Ethnicity,White,2023-09-06
34,974075,Date of Birth,3/24/1982,2023-09-06
35,974075,Account Type,Basic,2023-09-06
36,960401,Ethnicity,Black,2023-09-09
37,960401,Date of Birth,2/26/1991,2023-09-09
38,960401,Account Type,Gold,2023-09-09
39,725517,Ethnicity,White,2023-09-09
40,725517,Date of Birth,11/29/1943,2023-09-09
41,725517,Account Type,Basic,2023-09-09
42,947646,Ethnicity,Asian,2023-09-05
43,947646,Date of Birth,4/14/1968,2023-09-05
44,947646,Account Type,Gold,2023-09-05
45,169924,Ethnicity,White,2023-09-11
46,169924,Date of Birth,10/20/1977,2023-09-11
47,169924,Account Type,Platinum,2023-09-11
48,188536,Ethnicity,Other,2023-09-09
49,188536,Date of Birth,12/25/1946,2023-09-09
50,188536,Account Type,Basic,2023-09-09
51,512357,Ethnicity,White,2023-09-25
52,512357,Date of Birth,11/19/2009,2023-09-25
53,512357,Account Type,Basic,2023-09-25
54,892110,Ethnicity,Asian,2023-09-27
55,892110,Date of Birth,5/27/1955,2023-09-27
56,892110,Account Type,Gold,2023-09-27
57,350952,Ethnicity,Black,2023-09-10
58,350952,Date of Birth,5/14/1997,2023-09-10
59,350952,Account Type,Basic,2023-09-10
60,546446,Ethnicity,White,2023-09-23
61,546446,Date of Birth,3/31/1973,2023-09-23
62,546446,Account Type,Basic,2023-09-23
63,274486,Ethnicity,White,2023-09-11
64,274486,Date of Birth,4/11/2010,2023-09-11
65,274486,Account Type,Gold,2023-09-11
66,889441,Ethnicity,Asian,2023-09-02
67,889441,Date of Birth,9/23/2000,2023-09-02
68,889441,Account Type,Basic,2023-09-02
69,222775,Ethnicity,White,2023-09-30
70,222775,Date of Birth,11/30/1960,2023-09-30
71,222775,Account Type,Basic,2023-09-30
72,113596,Ethnicity,Black,2023-09-30
73,113596,Date of Birth,11/19/2005,2023-09-30
74,113596,Account Type,Basic,2023-09-30
75,391064,Ethnicity,Other,2023-09-23
76,391064,Date of Birth,9/7/1959,2023-09-23
77,391064,Account Type,Gold,2023-09-23
78,662004,Ethnicity,Black,2023-09-03
79,662004,Date of Birth,4/3/2014,2023-09-03
80,662004,Account Type,Platinum,2023-09-03
81,339282,Ethnicity,Other,2023-09-16
82,339282,Date of Birth,10/31/1968,2023-09-16
83,339282,Account Type,Basic,2023-09-16
84,382180,Ethnicity,Other,2023-09-16
85,382180,Date of Birth,12/14/1975,2023-09-16
86,382180,Account Type,Platinum,2023-09-16
87,272178,Ethnicity,White,2023-09-28
88,272178,Date of Birth,3/3/1985,2023-09-28
89,272178,Account Type,Gold,2023-09-28
90,861565,Ethnicity,Black,2023-09-30
91,861565,Date of Birth,5/19/1996,2023-09-30
92,861565,Account Type,Basic,2023-09-30
93,901811,Ethnicity,White,2023-09-18
94,901811,Date of Birth,8/28/1968,2023-09-18
95,901811,Account Type,Basic,2023-09-18
96,451570,Ethnicity,Other,2023-09-04
97,451570,Date of Birth,4/21/1974,2023-09-04
98,451570,Account Type,Gold,2023-09-04
99,497693,Ethnicity,Other,2023-09-19
100,497693,Date of Birth,3/14/1970,2023-09-19
101,497693,Account Type,Platinum,2023-09-19
102,569494,Ethnicity,Black,2023-09-01
103,569494,Date of Birth,8/30/1976,2023-09-01
104,569494,Account Type,Gold,2023-09-01
105,719232,Ethnicity,White,2023-09-17
106,719232,Date of Birth,3/6/1983,2023-09-17
107,719232,Account Type,Platinum,2023-09-17
108,158323,Ethnicity,White,2023-09-24
109,158323,Date of Birth,5/7/1973,2023-09-24
110,158323,Account Type,Platinum,2023-09-24
111,931023,Ethnicity,Black,2023-09-07
112,931023,Date of Birth,3/5/1985,2023-09-07
113,931023,Account Type,Platinum,2023-09-07
114,567696,Ethnicity,Black,2023-09-09
115,567696,Date of Birth,9/17/1943,2023-09-09
116,567696,Account Type,Gold,2023-09-09
117,356495,Ethnicity,White,2023-09-20
118,356495,Date of Birth,2/2/1981,2023-09-20
119,356495,Account Type,Platinum,2023-09-20
120,314876,Ethnicity,Asian,2023-09-29
121,314876,Date of Birth,2/13/2013,2023-09-29
122,314876,Account Type,Basic,2023-09-29
123,148755,Ethnicity,White,2023-09-17
124,148755,Date of Birth,10/21/1970,2023-09-17
125,148755,Account Type,Platinum,2023-09-17
126,207622,Ethnicity,White,2023-09-22
127,207622,Date of Birth,12/29/1959,2023-09-22
128,207622,Account Type,Platinum,2023-09-22
129,743567,Ethnicity,Other,2023-09-12
130,743567,Date of Birth,9/19/1971,2023-09-12
131,743567,Account Type,Platinum,2023-09-12
132,909727,Ethnicity,Asian,2023-09-26
133,909727,Date of Birth,1/20/2011,2023-09-26
134,909727,Account Type,Gold,2023-09-26
135,921939,Ethnicity,Other,2023-09-29
136,921939,Date of Birth,2/5/1963,2023-09-29
137,921939,Account Type,Gold,2023-09-29
138,660162,Ethnicity,White,2023-09-16
139,660162,Date of Birth,12/2/2001,2023-09-16
140,660162,Account Type,Platinum,2023-09-16
141,212028,Ethnicity,White,2023-09-08
142,212028,Date of Birth,2/19/2008,2023-09-08
143,212028,Account Type,Basic,2023-09-08
144,314233,Ethnicity,Asian,2023-09-09
145,314233,Date of Birth,12/16/2018,2023-09-09
146,314233,Account Type,Platinum,2023-09-09
147,385540,Ethnicity,White,2023-09-30
148,385540,Date of Birth,2/1/1943,2023-09-30
149,385540,Account Type,Gold,2023-09-30
150,528074,Ethnicity,Other,2023-09-13
151,528074,Date of Birth,5/26/2013,2023-09-13
152,528074,Account Type,Gold,2023-09-13
153,598899,Ethnicity,Black,2023-09-19
154,598899,Date of Birth,1/10/1999,2023-09-19
155,598899,Account Type,Basic,2023-09-19
156,740085,Ethnicity,Other,2023-09-11
157,740085,Date of Birth,10/8/2002,2023-09-11
158,740085,Account Type,Platinum,2023-09-11
159,325886,Ethnicity,Asian,2023-09-14
160,325886,Date of Birth,5/19/1941,2023-09-14
161,325886,Account Type,Gold,2023-09-14
162,368497,Ethnicity,Other,2023-09-28
163,368497,Date of Birth,7/29/1991,2023-09-28
164,368497,Account Type,Basic,2023-09-28
165,145716,Ethnicity,Asian,2023-09-05
166,145716,Date of Birth,3/20/1995,2023-09-05
167,145716,Account Type,Gold,2023-09-05
168,652834,Ethnicity,Black,2023-09-10
169,652834,Date of Birth,11/19/1982,2023-09-10
170,652834,Account Type,Gold,2023-09-10
171,611755,Ethnicity,Other,2023-09-28
172,611755,Date of Birth,2/11/1949,2023-09-28
173,611755,Account Type,Platinum,2023-09-28
174,817709,Ethnicity,Other,2023-09-12
175,817709,Date of Birth,11/3/1988,2023-09-12
176,817709,Account Type,Platinum,2023-09-12
177,166124,Ethnicity,Black,2023-09-08
178,166124,Date of Birth,5/31/1966,2023-09-08
179,166124,Account Type,Gold,2023-09-08
180,939708,Ethnicity,White,2023-09-30
181,939708,Date of Birth,4/1/1971,2023-09-30
182,939708,Account Type,Basic,2023-09-30
183,986393,Ethnicity,Black,2023-09-02
184,986393,Date of Birth,12/14/2003,2023-09-02
185,986393,Account Type,Basic,2023-09-02
186,228727,Ethnicity,Other,2023-09-06
187,228727,Date of Birth,3/29/1964,2023-09-06
188,228727,Account Type,Platinum,2023-09-06
189,808972,Ethnicity,Other,2023-09-05
190,808972,Date of Birth,2/19/2006,2023-09-05
191,808972,Account Type,Platinum,2023-09-05
192,997703,Ethnicity,Other,2023-09-19
193,997703,Date of Birth,1/7/1998,2023-09-19
194,997703,Account Type,Platinum,2023-09-19
195,534626,Ethnicity,White,2023-09-05
196,534626,Date of Birth,6/25/1944,2023-09-05
197,534626,Account Type,Platinum,2023-09-05
198,701002,Ethnicity,White,2023-09-25
199,701002,Date of Birth,3/2/1989,2023-09-25
200,701002,Account Type,Gold,2023-09-25
201,232704,Ethnicity,Black,2023-09-17
202,232704,Date of Birth,10/20/1956,2023-09-17
203,232704,Account Type,Gold,2023-09-17
204,661243,Ethnicity,Other,2023-09-17
205,661243,Date of Birth,11/17/2011,2023-09-17
206,661243,Account Type,Gold,2023-09-17
207,445532,Ethnicity,Black,2023-09-13
208,445532,Date of Birth,10/8/1972,2023-09-13
209,445532,Account Type,Basic,2023-09-13
210,307727,Ethnicity,Other,2023-09-20
211,307727,Date of Birth,1/6/1972,2023-09-20
212,307727,Account Type,Basic,2023-09-20
213,319379,Ethnicity,Other,2023-09-15
214,319379,Date of Birth,5/6/1974,2023-09-15
215,319379,Account Type,Gold,2023-09-15
216,796180,Ethnicity,Other,2023-09-16
217,796180,Date of Birth,3/10/1944,2023-09-16
218,796180,Account Type,Basic,2023-09-16
219,720200,Ethnicity,Other,2023-09-21
220,720200,Date of Birth,12/24/1996,2023-09-21
221,720200,Account Type,Basic,2023-09-21
222,827538,Ethnicity,White,2023-09-02
223,827538,Date of Birth,12/21/1982,2023-09-02
224,827538,Account Type,Gold,2023-09-02
225,734567,Ethnicity,Black,2023-09-06
226,734567,Date of Birth,1/22/1976,2023-09-06
227,734567,Account Type,Basic,2023-09-06
228,152219,Ethnicity,Black,2023-09-03
229,152219,Date of Birth,11/18/1968,2023-09-03
230,152219,Account Type,Basic,2023-09-03
231,159759,Ethnicity,Black,2023-09-29
232,159759,Date of Birth,4/29/1993,2023-09-29
233,159759,Account Type,Gold,2023-09-29
234,155384,Ethnicity,Asian,2023-09-09
235,155384,Date of Birth,7/4/1992,2023-09-09
236,155384,Account Type,Platinum,2023-09-09
237,428406,Ethnicity,Asian,2023-09-02
238,428406,Date of Birth,8/8/1972,2023-09-02
239,428406,Account Type,Basic,2023-09-02
240,442375,Ethnicity,White,2023-09-16
241,442375,Date of Birth,6/15/1985,2023-09-16
242,442375,Account Type,Platinum,2023-09-16
243,826580,Ethnicity,Black,2023-09-28
244,826580,Date of Birth,9/6/1975,2023-09-28
245,826580,Account Type,Gold,2023-09-28
246,375840,Ethnicity,Asian,2023-09-17
247,375840,Date of Birth,3/8/1963,2023-09-17
248,375840,Account Type,Gold,2023-09-17
249,213378,Ethnicity,Black,2023-09-15
250,213378,Date of Birth,7/3/1987,2023-09-15
251,213378,Account Type,Basic,2023-09-15
0,182172,Ethnicity,Other,2023-10-12
1,182172,Date of Birth,11/11/1940,2023-10-12
2,182172,Account Type,Basic,2023-10-12
3,293881,Ethnicity,Black,2023-10-29
4,293881,Date of Birth,3/10/1963,2023-10-29
5,293881,Account Type,Basic,2023-10-29
6,900970,Ethnicity,Asian,2023-10-07
7,900970,Date of Birth,2/27/1985,2023-10-07
8,900970,Account Type,Basic,2023-10-07
9,423343,Ethnicity,White,2023-10-27
10,423343,Date of Birth,7/25/1947,2023-10-27
11,423343,Account Type,Basic,2023-10-27
12,562722,Ethnicity,Asian,2023-10-25
13,562722,Date of Birth,8/9/2007,2023-10-25
14,562722,Account Type,Platinum,2023-10-25
15,423637,Ethnicity,Other,2023-10-30
16,423637,Date of Birth,1/30/1941,2023-10-30
17,423637,Account Type,Basic,2023-10-30
18,937520,Ethnicity,Other,2023-10-30
19,937520,Date of Birth,2/8/1964,2023-10-30
20,937520,Account Type,Gold,2023-10-30
21,577581,Ethnicity,White,2023-10-22
22,577581,Date of Birth,6/22/1960,2023-10-22
23,577581,Account Type,Platinum,2023-10-22
24,889600,Ethnicity,Asian,2023-10-07
25,889600,Date of Birth,6/2/1946,2023-10-07
26,889600,Account Type,Gold,2023-10-07
27,229517,Ethnicity,Asian,2023-10-20
28,229517,Date of Birth,5/26/1969,2023-10-20
29,229517,Account Type,Platinum,2023-10-20
30,189309,Ethnicity,Other,2023-10-24
31,189309,Date of Birth,1/29/1985,2023-10-24
32,189309,Account Type,Platinum,2023-10-24
33,511264,Ethnicity,Other,2023-10-27
34,511264,Date of Birth,7/7/1957,2023-10-27
35,511264,Account Type,Platinum,2023-10-27
36,543527,Ethnicity,Other,2023-10-12
37,543527,Date of Birth,2/23/2013,2023-10-12
38,543527,Account Type,Gold,2023-10-12
39,491387,Ethnicity,Asian,2023-10-28
40,491387,Date of Birth,11/4/2001,2023-10-28
41,491387,Account Type,Platinum,2023-10-28
42,940125,Ethnicity,Black,2023-10-02
43,940125,Date of Birth,9/22/1949,2023-10-02
44,940125,Account Type,Gold,2023-10-02
45,971397,Ethnicity,Other,2023-10-20
46,971397,Date of Birth,10/21/1970,2023-10-20
47,971397,Account Type,Platinum,2023-10-20
48,703596,Ethnicity,White,2023-10-26
49,703596,Date of Birth,6/6/1948,2023-10-26
50,703596,Account Type,Platinum,2023-10-26
51,172511,Ethnicity,Other,2023-10-18
52,172511,Date of Birth,7/11/1945,2023-10-18
53,172511,Account Type,Gold,2023-10-18
54,693419,Ethnicity,Black,2023-10-26
55,693419,Date of Birth,2/27/1950,2023-10-26
56,693419,Account Type,Gold,2023-10-26
57,759289,Ethnicity,Asian,2023-10-30
58,759289,Date of Birth,8/9/1965,2023-10-30
59,759289,Account Type,Platinum,2023-10-30
60,897320,Ethnicity,White,2023-10-31
61,897320,Date of Birth,4/13/1978,2023-10-31
62,897320,Account Type,Basic,2023-10-31
63,762315,Ethnicity,White,2023-10-22
64,762315,Date of Birth,1/26/1940,2023-10-22
65,762315,Account Type,Gold,2023-10-22
66,802490,Ethnicity,Other,2023-10-27
67,802490,Date of Birth,5/13/1970,2023-10-27
68,802490,Account Type,Basic,2023-10-27
69,701314,Ethnicity,White,2023-10-24
70,701314,Date of Birth,3/27/1981,2023-10-24
71,701314,Account Type,Platinum,2023-10-24
72,371271,Ethnicity,Other,2023-10-25
73,371271,Date of Birth,8/28/2001,2023-10-25
74,371271,Account Type,Basic,2023-10-25
75,803346,Ethnicity,Other,2023-10-08
76,803346,Date of Birth,9/17/2015,2023-10-08
77,803346,Account Type,Gold,2023-10-08
78,677472,Ethnicity,Black,2023-10-16
79,677472,Date of Birth,1/18/1996,2023-10-16
80,677472,Account Type,Gold,2023-10-16
81,259388,Ethnicity,Black,2023-10-15
82,259388,Date of Birth,8/29/1984,2023-10-15
83,259388,Account Type,Platinum,2023-10-15
84,435013,Ethnicity,Black,2023-10-18
85,435013,Date of Birth,9/1/1998,2023-10-18
86,435013,Account Type,Basic,2023-10-18
87,832494,Ethnicity,White,2023-10-16
88,832494,Date of Birth,6/23/1964,2023-10-16
89,832494,Account Type,Gold,2023-10-16
90,790504,Ethnicity,White,2023-10-04
91,790504,Date of Birth,6/13/1955,2023-10-04
92,790504,Account Type,Platinum,2023-10-04
93,691430,Ethnicity,Black,2023-10-11
94,691430,Date of Birth,4/25/1988,2023-10-11
95,691430,Account Type,Platinum,2023-10-11
96,917106,Ethnicity,Asian,2023-10-31
97,917106,Date of Birth,10/16/1942,2023-10-31
98,917106,Account Type,Platinum,2023-10-31
99,762634,Ethnicity,White,2023-10-19
100,762634,Date of Birth,1/14/1980,2023-10-19
101,762634,Account Type,Platinum,2023-10-19
102,125311,Ethnicity,Black,2023-10-01
103,125311,Date of Birth,5/1/2008,2023-10-01
104,125311,Account Type,Basic,2023-10-01
105,182986,Ethnicity,Other,2023-10-23
106,182986,Date of Birth,1/1/2006,2023-10-23
107,182986,Account Type,Basic,2023-10-23
108,346957,Ethnicity,Asian,2023-10-14
109,346957,Date of Birth,12/29/1990,2023-10-14
110,346957,Account Type,Platinum,2023-10-14
111,942724,Ethnicity,Black,2023-10-09
112,942724,Date of Birth,5/23/1979,2023-10-09
113,942724,Account Type,Platinum,2023-10-09
114,503279,Ethnicity,White,2023-10-17
115,503279,Date of Birth,4/13/1967,2023-10-17
116,503279,Account Type,Gold,2023-10-17
117,217539,Ethnicity,White,2023-10-29
118,217539,Date of Birth,7/3/1954,2023-10-29
119,217539,Account Type,Basic,2023-10-29
120,701647,Ethnicity,Other,2023-10-22
121,701647,Date of Birth,4/27/1954,2023-10-22
122,701647,Account Type,Platinum,2023-10-22
123,415762,Ethnicity,Black,2023-10-20
124,415762,Date of Birth,11/3/1949,2023-10-20
125,415762,Account Type,Basic,2023-10-20
126,769158,Ethnicity,Asian,2023-10-12
127,769158,Date of Birth,3/9/1996,2023-10-12
128,769158,Account Type,Basic,2023-10-12
129,194394,Ethnicity,Asian,2023-10-16
130,194394,Date of Birth,6/18/1991,2023-10-16
131,194394,Account Type,Gold,2023-10-16
132,202437,Ethnicity,Other,2023-10-29
133,202437,Date of Birth,12/30/1976,2023-10-29
134,202437,Account Type,Platinum,2023-10-29
135,494925,Ethnicity,Asian,2023-10-17
136,494925,Date of Birth,11/29/1957,2023-10-17
137,494925,Account Type,Platinum,2023-10-17
138,341542,Ethnicity,Black,2023-10-03
139,341542,Date of Birth,12/26/1984,2023-10-03
140,341542,Account Type,Gold,2023-10-03
141,559179,Ethnicity,Other,2023-10-22
142,559179,Date of Birth,2/18/1979,2023-10-22
143,559179,Account Type,Basic,2023-10-22
144,625189,Ethnicity,Other,2023-10-24
145,625189,Date of Birth,7/19/1985,2023-10-24
146,625189,Account Type,Gold,2023-10-24
147,933326,Ethnicity,Other,2023-10-05
148,933326,Date of Birth,10/6/2010,2023-10-05
149,933326,Account Type,Gold,2023-10-05
150,507932,Ethnicity,Asian,2023-10-29
151,507932,Date of Birth,8/15/2005,2023-10-29
152,507932,Account Type,Platinum,2023-10-29
153,644707,Ethnicity,White,2023-10-03
154,644707,Date of Birth,7/5/1995,2023-10-03
155,644707,Account Type,Platinum,2023-10-03
156,485637,Ethnicity,White,2023-10-09
157,485637,Date of Birth,10/20/2001,2023-10-09
158,485637,Account Type,Basic,2023-10-09
159,142674,Ethnicity,Other,2023-10-27
160,142674,Date of Birth,9/2/1987,2023-10-27
161,142674,Account Type,Basic,2023-10-27
162,540772,Ethnicity,Black,2023-10-01
163,540772,Date of Birth,5/15/1957,2023-10-01
164,540772,Account Type,Gold,2023-10-01
165,963545,Ethnicity,White,2023-10-15
166,963545,Date of Birth,12/19/2001,2023-10-15
167,963545,Account Type,Basic,2023-10-15
168,919938,Ethnicity,White,2023-10-31
169,919938,Date of Birth,12/6/1995,2023-10-31
170,919938,Account Type,Gold,2023-10-31
171,167545,Ethnicity,White,2023-10-23
172,167545,Date of Birth,3/15/1987,2023-10-23
173,167545,Account Type,Platinum,2023-10-23
174,439709,Ethnicity,Other,2023-10-05
175,439709,Date of Birth,8/21/2009,2023-10-05
176,439709,Account Type,Basic,2023-10-05
177,158058,Ethnicity,Other,2023-10-28
178,158058,Date of Birth,2/7/1955,2023-10-28
179,158058,Account Type,Platinum,2023-10-28
180,165263,Ethnicity,Other,2023-10-26
181,165263,Date of Birth,10/15/1970,2023-10-26
182,165263,Account Type,Platinum,2023-10-26
183,234964,Ethnicity,Other,2023-10-10
184,234964,Date of Birth,9/14/1962,2023-10-10
185,234964,Account Type,Platinum,2023-10-10
186,804299,Ethnicity,Other,2023-10-06
187,804299,Date of Birth,11/4/1957,2023-10-06
188,804299,Account Type,Gold,2023-10-06
189,848472,Ethnicity,Other,2023-10-18
190,848472,Date of Birth,10/20/2009,2023-10-18
191,848472,Account Type,Gold,2023-10-18
192,175875,Ethnicity,Asian,2023-10-10
